MMSI,LAT,LON,SOG,COG,Heading,VesselType,Status,Length,Width,Draft,Cargo,Speed_Delta,Course_Delta,AnomalyLabel
366940480,-0.09415912776073433,2.2568921479303086,0.877278251322534,-0.7609143647249018,-0.10922252501340644,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,-0.0006360940720520635,0
366940480,-0.09419050092113042,2.252178865444886,0.877278251322534,-0.7680306263152189,-0.1155911323509793,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,-0.008579709838239998,0
366940480,-0.09422448851156046,2.245158889797031,0.877278251322534,-0.7735654964410212,-0.10922252501340644,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,-0.006814461890198346,0
366940480,-0.11286537464761054,1.7326643416276442,0.6797277536242083,-0.8660768971151435,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.3344112837795327,-0.10390309903249445,0
366940480,-0.11355558417635055,1.7174347178741842,0.6797277536242083,-0.8921698562796395,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,-0.029762685214741073,0
366940480,-0.11560529732230652,1.676804224926605,0.6577776983243944,-0.8660768971151435,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.037520562394231176,0.028490497070636944,0
366940480,-0.11796351321216855,1.6289539640100557,0.6797277536242083,-0.9056116837280161,-0.223857457089718,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209389,-0.044767292773095865,0
366940480,-0.11887072043365655,1.6120896758107557,0.6797277536242083,-0.8897977690828671,-0.21748884975214514,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,0.017016385408365458,0
366940480,-0.11981452967560852,1.595234469080602,0.7236278642238365,-0.8969140306731842,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.07381345812525708,-0.008579709838239998,0
366940480,-0.12504600417185457,1.505128132239831,0.7016778089240222,-0.8905884648151244,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.037520562394231835,0.006424897720115045,0
366940480,-0.12714800591847256,1.467639827615884,0.7236278642238365,-0.8565885483280541,-0.1856458130642808,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209455,0.037316736810845456,0
366940480,-0.12832449943337054,1.4457080796345598,0.7016778089240222,-0.8763559416344905,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.037520562394231835,-0.022701693422573964,0
366940480,-0.12921079121459264,1.4285895102992672,0.7236278642238365,-0.8716117672409455,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209455,0.004659649772073393,0
366940480,-0.13296772717216854,1.3573998736841588,0.7455779195236504,-0.8644955056506286,-0.1856458130642808,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209389,0.00730752169413562,0
366940480,-0.13325531447580866,1.352377821247866,0.7675279748234642,-0.9079837709247887,-0.21748884975214514,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209389,-0.04918041264320024,0
366940480,-0.13442657913064063,1.3313360572426192,0.7455779195236504,-0.9024489007989863,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.037520562394231176,0.005542273746094219,0
366940480,-0.13491286311679862,1.3226450912723904,0.7455779195236504,-0.8858442904215799,-0.19838302773942654,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,0.017899009382386283,0
366940480,-0.13690767323205866,1.2881082641200297,0.7455779195236504,-0.892960552011897,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,-0.008579709838239998,0
366940480,-0.13812861205752058,1.2670120112999308,0.7675279748234642,-0.907193075192531,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.03670211795209389,-0.016523325604427683,0
366940480,-0.13951948883513263,1.241665630920689,0.7675279748234642,-0.8850535946893224,-0.21112024241457225,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,0.024077377200532313,0
366940480,-0.14136527643850658,1.2034962161110034,0.7675279748234642,-0.865286201382886,-0.19201442040185368,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.00040922222106864255,0.02142950527846984,0
366940480,-0.1434019174342966,1.1625206273359945,0.811428085423092,-0.8644955056506286,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,0.07381345812525643,0.0002465299019687624,0
366940480,-0.1436319872772087,1.158052544517444,0.7675279748234642,-0.8779373330990052,-0.2047516350769994,1001.0,undefined,-0.8987293255337374,-0.7792712713229331,-0.870317171158074,-0.5712536164751538,-0.0746319025673937,-0.015640701630406855,0
